timestamp,sim_time_s,cars_alive,total_gerado,carros_saídos,waiting_v,waiting_h,ped_waiting,priority
1763075966.057295,169.46,11,142,120,2,0,0,1.36
1763075967.0657973,170.47,11,142,120,2,0,0,1.43
1763075968.0767398,171.48,10,143,122,2,0,0,1.50
1763075969.0855155,172.49,6,143,126,2,0,0,1.57
1763075970.0920773,173.50,6,143,126,3,0,0,2.23
1763075971.1005027,174.51,6,144,127,3,0,0,2.30
1763075972.1027558,175.51,7,145,127,3,0,0,2.37
1763075973.1089828,176.51,7,147,129,3,0,0,2.44
1763075974.1134927,177.52,10,150,129,4,0,0,3.10
1763075975.1168134,178.52,10,150,129,5,0,0,3.77
1763075976.1282527,179.54,10,150,129,5,3,0,3.80
1763075977.129176,180.54,10,150,129,5,3,0,3.80
1763075978.13739,181.55,10,151,130,5,3,1,1.81
1763075979.1539354,182.56,10,152,131,5,3,2,1.81
1763075980.1709156,183.58,10,152,131,6,1,0,3.63
1763075981.176724,184.58,11,153,131,6,0,0,3.69
1763075982.1896892,185.59,11,153,131,6,0,0,3.76
1763075983.2021453,186.61,11,153,131,6,0,0,3.83
1763075984.2152479,187.62,10,154,133,6,0,0,3.90
1763075985.2253642,188.63,10,156,135,6,0,1,3.91
1763075986.2347498,189.64,12,158,135,6,1,1,3.91
1763075987.2501888,190.65,14,160,135,0,3,0,1.86
1763075988.2499123,191.66,13,160,136,0,3,0,1.93
1763075989.2625124,192.67,13,160,136,0,3,0,2.00
1763075990.2721572,193.68,14,161,136,0,5,0,3.26
1763075991.2862296,194.69,10,163,142,0,6,0,3.93
1763075992.3023858,195.71,10,163,142,0,7,0,4.60
1763075993.30101,196.71,9,163,143,0,8,0,5.21
1763075994.3071897,197.72,11,165,143,0,8,0,5.21
1763075995.318671,198.72,11,165,143,0,4,0,0.06
1763075996.32619,199.73,13,167,143,0,0,0,0.13
1763075997.335384,200.74,13,168,144,0,0,0,0.20
1763075998.3462062,201.75,13,168,144,1,0,0,0.86
1763075999.3549495,202.76,9,169,149,1,0,0,0.93
1763076000.3646092,203.77,8,171,152,1,0,0,1.00
1763076001.39136,204.80,6,171,154,2,0,0,1.67
1763076002.399324,205.80,7,172,154,2,0,0,1.74
1763076003.4023843,206.81,7,174,156,2,0,0,1.80
1763076004.4052353,207.81,7,174,156,2,0,0,1.87
1763076005.4069815,208.81,8,175,156,3,0,0,2.54
1763076006.4132133,209.82,8,175,156,3,0,0,2.60
1763076075.9900932,1.02,2,2,0,0,0,0,0.07
1763076077.0030131,2.03,4,4,0,0,0,0,0.13
1763076078.013401,3.04,4,4,0,2,0,0,1.40
1763076079.0201278,4.05,4,4,0,3,0,0,2.07
1763076080.0337272,5.06,4,4,0,3,0,0,2.14
1763076081.0486684,6.07,5,5,0,3,0,0,2.20
1763076082.0626628,7.09,5,5,0,3,0,0,2.27
1763076083.0638878,8.09,4,5,1,3,0,0,2.34
1763076084.0684817,9.09,4,5,1,3,0,0,2.41
1763076085.074237,10.10,4,5,1,3,0,0,2.47
1763076086.0840974,11.11,4,5,1,3,0,0,2.54
1763076087.086043,12.11,5,6,1,3,0,0,2.61
1763076088.0894158,13.11,4,6,2,3,0,0,2.68
1763076089.0914292,14.12,5,7,2,4,0,1,2.71
1763076090.0995655,15.13,6,8,2,4,0,1,2.71
1763076091.1193976,16.14,8,10,2,2,1,0,0.64
1763076092.126036,17.15,8,10,2,0,1,0,0.70
1763076093.1334894,18.16,8,10,2,0,1,0,0.77
1763076094.1443555,19.17,9,11,2,0,1,0,0.84
1763076095.157068,20.18,6,11,5,0,1,0,0.91
1763076096.171901,21.20,6,13,7,0,2,0,1.58
1763076097.1810803,22.21,6,13,7,0,2,0,1.65
1763076098.1956933,23.22,5,14,9,0,2,0,1.71
1763076099.196619,24.22,5,14,9,0,2,0,1.78
1763076100.2084188,25.23,5,14,9,0,2,0,1.85
1763076101.2147157,26.24,5,14,9,0,2,0,1.92
1763076102.2156575,27.24,6,15,9,0,2,0,1.99
1763076103.2178175,28.24,5,16,11,0,3,0,2.65
1763076104.2297788,29.25,6,17,11,0,3,0,2.72
1763076105.2402718,30.27,8,20,12,2,3,0,2.76
1763076106.250656,31.28,9,21,12,4,4,0,2.76
1763076107.2665932,32.29,9,21,12,5,1,0,3.03
1763076108.2808175,33.31,9,21,12,5,0,0,3.10
1763076109.2868223,34.31,10,22,12,5,0,0,3.17
1763076110.2999,35.33,11,23,12,5,0,0,3.24
1763076111.3140512,36.34,12,26,14,5,0,0,3.30
1763076112.3268719,37.35,11,27,16,5,0,0,3.37
1763076113.3379438,38.36,11,27,16,7,0,0,4.64
1763076114.3472528,39.37,11,27,16,7,0,0,4.71
1763076115.3484323,40.37,12,28,16,7,0,0,4.77
1763076116.3594139,41.38,12,29,17,7,0,0,4.84
1763076117.3628166,42.39,13,31,18,8,1,0,5.44
1763076118.3757575,43.40,13,33,20,8,2,0,5.44
1763076119.3869207,44.41,13,33,20,2,4,0,2.47
1763076120.39536,45.42,15,35,20,0,5,0,3.13
1763076121.4029236,46.43,15,35,20,0,6,0,3.80
1763076122.4045596,47.43,15,35,20,0,6,0,3.87
1763076123.4050875,48.43,11,36,25,0,6,0,3.94
1763076124.4122398,49.44,10,38,28,0,6,0,4.01
1763076125.4224594,50.45,10,38,28,0,6,0,4.07
1763076126.4352398,51.46,10,38,28,0,7,0,4.74
1763076127.4408603,52.47,11,40,29,0,7,0,4.81
1763076128.449877,53.48,12,41,29,0,8,0,5.48
1763076129.458313,54.49,13,42,29,1,8,0,5.48
1763076130.4665425,55.49,13,43,30,1,6,0,0.60
1763076131.4777915,56.50,12,43,31,1,4,0,0.67
1763076132.4791358,57.50,13,44,31,1,0,0,0.74
1763076133.484232,58.51,13,44,31,1,0,0,0.81
1763076134.499346,59.52,13,44,31,1,0,0,0.88
1763076135.5146732,60.54,7,44,37,1,0,0,0.95
1763076136.5148532,61.54,2,44,42,1,0,0,1.01
1763076137.5230398,62.55,2,44,42,1,0,0,1.08
1763076138.5273414,63.55,2,44,42,1,0,0,1.15
1763076139.5341613,64.56,1,44,43,1,0,0,1.22
1763076140.5430183,65.57,1,44,43,1,0,0,1.28
1763076141.5552993,66.58,1,44,43,1,0,0,1.35
1763076142.564736,67.59,1,44,43,1,0,0,1.42
1763076143.5692885,68.60,2,45,43,1,0,1,1.43
1763076144.572744,69.60,3,46,43,1,0,1,1.43
1763076145.5875587,70.61,3,46,43,0,1,0,0.66
1763076146.587896,71.61,3,46,43,0,1,0,0.73
1763076147.6008122,72.63,3,46,43,0,1,0,0.80
1763076148.6077564,73.63,1,49,43,0,0,0,0.26
1763076149.6192951,74.64,2,50,43,0,0,0,0.33
1763076150.6279435,75.65,2,50,43,0,2,0,1.60
1763076151.634304,76.66,2,50,43,0,2,0,1.67
1763076412.8646946,1.00,2,2,0,0,0,0,0.07
1763076413.8722358,2.01,2,2,0,0,0,0,0.13
1763076414.886897,3.03,3,3,0,1,0,0,0.80
1763076415.8908355,4.03,3,3,0,2,0,0,1.47
1763076416.8997166,5.04,3,3,0,2,0,2,1.51
1763076417.9055548,6.05,4,4,0,2,0,3,1.51
1763076418.9238331,7.06,5,5,0,0,0,0,0.03
1763076419.9310968,8.07,4,5,1,0,1,0,0.70
1763076745.2363381,1.01,1,1,0,0,0,0,0.07
1763076746.2373004,2.01,1,1,0,0,0,0,0.13
1763076747.2380278,3.01,2,2,0,1,0,0,0.80
1763076748.239251,4.01,2,2,0,1,1,1,0.84
1763076749.2429578,5.02,2,2,0,1,1,1,0.84
1763076750.2566276,6.03,2,2,0,0,1,0,0.63
1763076751.2626927,7.03,2,2,0,0,1,0,0.70
1763076752.2745697,8.04,3,3,0,0,1,0,0.77
1763076753.2747076,9.05,3,3,0,0,1,0,0.84
1763076754.2746904,10.05,0,3,0,0,0,0,0.87
1763076755.2747357,11.05,2,5,0,0,0,0,0.87
1763076756.292236,12.06,2,5,0,0,0,0,0.04
1763076757.3080454,13.08,5,8,0,1,0,0,0.71
1763076758.3169239,14.09,5,8,0,2,0,0,1.37
1763076759.3180032,15.09,7,10,0,2,0,0,1.44
1763076760.331239,16.10,10,13,0,3,0,0,2.11
1763076761.3477952,17.12,11,14,0,4,0,0,2.77
1763076762.363186,18.13,12,16,1,5,0,0,3.44
1763076763.3792415,19.15,12,16,1,6,0,0,4.11
1763076764.3936896,20.16,12,18,3,7,0,0,4.78
1763076765.4042392,21.18,12,18,3,8,0,0,5.44
1763076766.4192197,22.19,12,18,3,8,0,0,5.44
1763076767.422679,23.19,12,20,5,6,0,0,0.00
1763076768.4273355,24.20,13,22,6,3,0,0,0.07
1763076769.4313538,25.20,13,22,6,0,0,0,0.14
1763076770.4481685,26.22,15,24,6,0,0,0,0.21
1763076771.4561052,27.22,17,26,6,0,1,0,0.87
1763076772.468035,28.24,11,26,12,0,3,0,2.14
1763076773.4716434,29.24,8,26,15,0,3,0,2.21
1763076774.4734857,30.24,7,27,17,0,3,0,2.28
1763076775.4878254,31.26,7,29,19,0,3,0,2.35
1763076776.4956682,32.26,7,29,19,0,3,0,2.41
1763076777.4996817,33.27,8,31,20,0,4,0,3.08
1763076778.4996812,34.27,9,32,20,0,5,0,3.75
1763076779.4959142,35.27,10,33,20,2,5,1,3.79
1763076780.5052621,36.28,15,40,22,2,5,1,3.79
1763076781.5227253,37.29,14,40,23,5,3,0,3.03
1763076782.5265596,38.30,14,41,24,5,0,0,3.09
1763076783.530265,39.30,16,43,24,6,0,0,3.76
1763076784.5369053,40.31,19,46,24,7,0,0,4.43
1763076785.5386276,41.31,18,47,26,8,1,0,5.07
1763076786.5534554,42.33,17,49,29,8,2,0,5.07
1763076787.5677283,43.34,19,53,31,7,3,0,1.82
1763076788.5758927,44.35,21,55,31,1,4,0,2.49
1763076789.5866725,45.36,21,56,32,3,6,1,3.73
1763076790.5997324,46.37,23,58,32,3,8,1,3.73
1763076791.617728,47.39,22,59,34,4,7,0,2.44
1763076792.6326172,48.40,17,60,40,4,1,0,2.50
1763211561.4536967,1.01,1,1,0,0,0,0,0.07
1763211562.471397,2.03,3,3,0,1,0,0,0.74
1763211563.4866588,3.04,3,3,0,1,0,0,0.80
1763211564.492792,4.05,4,4,0,3,0,0,2.07
1763211565.502015,5.06,5,5,0,3,0,0,2.14
1763211566.5033395,6.06,7,7,0,3,0,0,2.21
1763211567.518642,7.08,9,9,0,3,0,0,2.28
1763211568.5240164,8.08,10,10,0,4,0,0,2.95
1763211569.531748,9.09,11,11,0,6,0,0,4.21
1763211570.5402384,10.10,11,11,0,6,0,0,4.28
1763211571.5432203,11.10,12,13,1,7,0,0,4.95
1763211572.5453143,12.11,14,18,4,7,0,0,5.00
1763211573.5489345,13.11,15,19,4,8,3,0,5.00
1763211574.5573668,14.12,17,22,5,6,4,0,2.42
1763211575.5709589,15.13,18,23,5,3,5,0,3.08
1763211576.5733225,16.13,19,24,5,0,6,0,3.75
1763211577.582186,17.14,22,27,5,0,6,0,3.82
1763211578.592754,18.15,23,29,6,0,6,0,3.89
1763211579.5930362,19.15,20,32,12,0,7,0,4.55
1763211580.6012475,20.16,17,32,15,4,8,0,5.19
1763211581.6081388,21.17,15,32,17,5,8,0,5.19
1763211582.625629,22.18,15,32,17,5,7,0,3.04
1763211583.636078,23.19,17,36,19,5,1,0,3.11
1763211584.643378,24.20,18,37,19,7,0,0,4.37
1763211585.6523862,25.21,19,38,19,7,0,0,4.44
1763211586.6621447,26.22,18,39,21,7,0,0,4.51
1763211587.6682405,27.23,13,41,28,7,0,0,4.58
1763211588.6804318,28.24,15,43,28,8,1,0,5.18
1763211589.6948428,29.26,18,46,28,8,3,0,5.18
1763211590.7048664,30.26,18,47,29,5,4,0,2.46
1763211591.7109263,31.27,19,48,29,0,5,0,3.13
1763211592.7240555,32.28,20,49,29,0,5,0,3.20
1763211593.727204,33.28,21,50,29,0,5,0,3.26
1763211594.7335954,34.29,16,51,35,0,5,0,3.33
1763211595.7408192,35.30,12,52,40,0,5,0,3.40
1763211596.7420251,36.30,12,53,41,0,5,0,3.47
1763211597.7520041,37.31,14,56,42,0,6,0,4.13
1763211598.7573717,38.31,15,58,43,0,7,0,4.80
1763211599.761903,39.32,17,61,44,2,8,0,5.42
1763211600.7683551,40.33,16,61,45,2,8,0,5.42
1763211601.779519,41.34,16,62,46,4,7,0,2.45
1763211602.791932,42.35,18,65,47,4,1,0,2.52
1763211603.7938578,43.35,21,68,47,4,0,0,2.59
1763211604.7958484,44.35,23,70,47,4,0,0,2.66
1763211605.8034394,45.36,19,70,51,6,0,0,3.92
1763211606.80388,46.36,13,70,57,7,0,0,4.59
1763211607.8032086,47.36,16,75,59,7,0,0,4.66
1763211608.8110154,48.37,18,78,60,7,0,0,4.73
1763211609.82334,49.38,17,79,62,8,3,0,5.34
1763211610.8291037,50.39,18,82,64,8,4,0,5.34
1763211611.8325677,51.39,19,83,64,7,5,0,3.05
1763211612.8405998,52.40,22,86,64,1,6,0,3.72
1763211613.849954,53.41,25,89,64,0,7,0,4.39
1763211614.8553348,54.41,26,90,64,0,7,0,4.45
1763211615.8627663,55.42,23,91,68,4,8,1,5.07
1763211616.8639553,56.42,22,96,74,5,8,1,5.07
1763211617.8804264,57.44,20,97,77,6,5,0,3.66
1763211618.8860426,58.44,23,100,77,7,0,0,4.32
1763211619.8973513,59.45,25,102,77,7,0,0,4.39
1763211620.9071913,60.46,27,104,77,7,0,0,4.46
1763211621.916558,61.48,24,105,81,8,2,0,5.07
1763211622.9225347,62.48,19,106,87,8,4,0,5.07
1763211623.930754,63.49,17,106,89,5,4,0,2.45
1763211624.939914,64.50,19,109,90,0,5,0,3.12
1763211625.9537923,65.51,19,110,91,0,7,0,4.39
1763211626.9649444,66.52,21,112,91,0,7,0,4.46
1763211627.9663696,67.53,19,114,95,1,8,0,5.10
1763211628.9784393,68.54,13,114,101,1,8,0,5.10
1763211629.9930542,69.55,14,115,101,1,8,0,0.63
1763211631.002389,70.56,17,118,101,1,2,0,0.69
1763211632.0195231,71.58,16,118,102,2,0,0,1.36
1763211633.0232155,72.58,17,119,102,3,0,0,2.03
1763211634.0291934,73.59,16,122,106,4,0,0,2.70
1763211635.0318875,74.59,11,123,112,4,0,0,2.77
1763211636.0447392,75.60,12,126,114,5,0,0,3.44
1763211637.0483234,76.61,15,129,114,5,0,0,3.50
1763211638.062229,77.62,15,131,116,6,0,0,4.17
1763211639.0773034,78.64,15,131,116,7,0,0,4.84
1763211640.0751464,79.64,19,135,116,8,2,0,5.47
1763211641.0908873,80.65,17,135,118,8,2,0,5.47
1763211642.107477,81.67,18,136,118,8,2,0,1.24
1763211643.1229804,82.68,18,138,120,4,2,0,1.31
1763211644.1367917,83.69,20,141,121,0,3,0,1.97
1763211645.1501768,84.71,22,143,121,0,5,0,3.24
1763211646.158661,85.72,19,143,124,0,5,0,3.31
1763211647.1733053,86.73,16,146,130,0,6,0,3.98
1763211648.1836016,87.74,15,149,134,0,8,0,5.25
1763211649.19385,88.76,15,149,134,2,8,0,5.25
1763211650.2041132,89.76,15,150,135,3,6,0,1.80
1763211651.2201428,90.78,17,153,136,3,3,0,1.87
1763211652.2332773,91.79,21,158,137,3,0,0,1.94
1763211653.2374134,92.80,23,160,137,4,0,0,2.60
1763211654.242718,93.80,24,161,137,5,0,0,3.27
1763211655.2474194,94.81,20,163,143,7,0,0,4.54
1763211656.256027,95.81,19,165,146,7,0,0,4.61
1763211657.2588224,96.82,18,166,148,8,2,0,5.23
1763211658.2712867,97.83,16,166,150,8,2,0,5.23
1763211659.2896373,98.85,15,167,152,6,2,0,1.25
1763211660.2988653,99.86,14,168,154,0,2,0,1.32
1763211661.3063288,100.86,18,172,154,0,2,0,1.39
1763211662.321744,101.88,22,177,155,0,3,0,2.06
1763211663.3259172,102.88,19,178,159,0,4,0,2.72
1763211664.3392565,103.90,19,184,165,0,6,0,3.99
1763211665.3475957,104.91,19,184,165,3,8,0,5.24
1763211666.3583593,105.92,18,184,166,3,8,0,5.24
1763211667.3772345,106.94,19,186,167,3,6,0,1.82
1763211668.3837085,107.94,17,188,171,4,3,0,2.49
1763211669.3864036,108.94,17,188,171,4,0,0,2.55
1763211670.3912153,109.95,18,189,171,5,0,0,3.22
1763211671.403708,110.96,17,189,172,5,0,0,3.29
1763211672.4146302,111.97,12,190,178,5,0,0,3.36
1763211673.4234104,112.98,9,190,181,6,0,0,4.02
1763211674.4319308,113.99,8,191,183,6,0,0,4.09
1763211675.4354613,114.99,9,192,183,7,0,0,4.76
1763211676.4312797,115.99,10,193,183,8,0,0,5.42
1763211677.4441135,117.01,10,194,184,8,1,0,5.42
1763211678.448779,118.01,12,196,184,6,1,0,0.61
1763211679.4558654,119.01,12,196,184,2,3,0,1.87
1763211680.455762,120.01,15,199,184,0,3,0,1.94
1763211681.4711857,121.03,16,200,184,0,3,0,2.01
1763211682.4844258,122.04,18,202,184,0,4,0,2.68
1763211683.4912386,123.05,13,203,190,0,4,0,2.74
1763211684.5027635,124.06,12,204,192,0,4,0,2.81
1763211685.5111356,125.07,12,205,193,0,4,0,2.88
1763211686.518181,126.08,13,206,193,0,5,0,3.55
1763211687.5288174,127.09,12,207,195,0,6,0,4.21
1763211688.5390866,128.10,11,207,196,0,7,0,4.88
1763211689.5504336,129.11,9,207,198,0,8,0,5.51
1763211690.5644553,130.13,10,209,199,0,8,0,5.51
1763211691.5801327,131.14,11,210,199,2,6,0,1.24
1763211692.585686,132.14,13,212,199,2,0,0,1.31
1763211693.596482,133.15,14,213,199,3,0,0,1.97
1763211694.6042762,134.16,15,214,199,3,0,0,2.04
1763211695.6129622,135.17,15,217,202,3,0,0,2.11
1763211696.6148367,136.17,11,218,207,4,0,0,2.78
1763211697.621471,137.18,11,218,207,4,0,0,2.84
1763211698.629494,138.19,13,220,207,5,0,0,3.51
1763211699.6316953,139.19,14,223,209,5,0,0,3.58
1763211700.6471672,140.20,15,225,210,5,0,0,3.65
1763211701.647851,141.21,14,225,211,6,0,0,4.32
1763211702.6497455,142.21,13,226,213,6,0,0,4.38
1763211703.658831,143.22,15,228,213,6,0,0,4.45
1763211704.6715057,144.23,15,228,213,7,1,0,5.10
1763211705.6784067,145.24,17,232,215,7,2,0,5.10
1763211706.6955743,146.25,16,233,217,5,2,0,1.23
1763211707.6962605,147.25,14,233,219,5,2,0,1.29
1763211708.6978843,148.25,17,238,221,6,3,0,1.96
1763211709.7074275,149.26,19,240,221,1,5,0,3.23
1763211710.7135482,150.27,23,244,221,0,6,0,3.90
1763211711.7155497,151.27,24,245,221,0,7,0,4.56
1763211712.72896,152.29,22,247,225,0,7,0,4.63
1763211713.7352173,153.29,16,247,231,0,7,0,4.70
1763211714.7425034,154.30,17,249,232,2,8,0,5.33
1763211715.7555017,155.32,18,251,233,2,8,0,5.33
1763211716.768447,156.33,17,251,234,3,7,0,1.84
1763211717.779041,157.34,16,253,237,4,1,0,2.50
1763211718.7878547,158.35,17,254,237,5,0,0,3.17
1763211719.7922869,159.35,18,255,237,6,0,0,3.84
1763211720.8016527,160.36,21,260,239,6,2,1,3.85
1763211721.8168666,161.38,16,261,245,7,3,1,3.85
1763211722.8231256,162.38,15,262,247,5,4,0,2.45
1763211723.831114,163.39,17,264,247,0,4,0,2.52
1763211724.8432274,164.40,18,265,247,0,5,0,3.19
1763211725.8489523,165.41,19,266,247,0,5,0,3.26
1763211726.8622038,166.42,16,267,251,0,5,0,3.32
1763211727.8783453,167.44,14,270,256,0,6,0,3.99
1763211728.8819072,168.44,14,271,257,2,8,0,5.25
1763211729.8853397,169.45,14,272,258,3,8,0,5.25
1763211730.8934674,170.45,16,275,259,3,6,0,1.81
1763211731.9059029,171.46,16,276,260,4,1,0,2.48
1763211732.914408,172.47,17,277,260,4,0,0,2.55
1763211733.9308703,173.49,19,279,260,5,0,0,3.21
1763211734.9335787,174.49,19,279,260,6,0,0,3.88
1763211735.943361,175.50,13,280,267,7,0,0,4.55
1763211736.9507313,176.51,14,283,269,7,0,0,4.62
1763211737.9575036,177.52,12,283,271,8,0,0,5.25
1763211738.9590032,178.52,13,284,271,8,2,0,5.25
1763211739.9772694,179.53,16,287,271,7,2,0,1.24
1763211740.990465,180.55,18,290,272,0,3,0,1.91
1763211741.9996262,181.56,19,291,272,0,5,0,3.18
1763211743.0089993,182.57,19,291,272,0,7,0,4.44
1763211744.0150547,183.57,17,292,275,0,7,0,4.51
1763211745.0264914,184.58,13,293,280,0,7,0,4.58
1763211746.0398266,185.60,14,295,281,0,7,0,4.65
1763211747.0509052,186.61,15,297,282,2,8,0,5.29
1763211748.0515277,187.61,14,298,284,4,8,0,5.29
1763211749.069494,188.63,15,299,284,5,7,0,3.02
1763211750.0728495,189.63,17,301,284,6,1,0,3.69
1763211751.07865,190.64,18,302,284,7,0,0,4.36
1763211752.081794,191.64,20,304,284,7,0,0,4.42
1763211753.0816703,192.64,21,306,285,8,1,0,5.09
1763211754.0871992,193.65,16,307,291,8,2,0,5.09
1763211755.1074755,194.67,15,308,293,6,2,0,1.20
1763211756.115201,195.67,15,308,293,4,3,0,1.87
1763211757.1166,196.67,16,310,294,0,3,0,1.94
1763211758.1229484,197.68,18,312,294,0,4,0,2.61
1763211759.1389952,198.70,20,314,294,0,5,0,3.28
1763211760.147407,199.70,15,315,300,0,6,0,3.94
1763211761.144476,200.71,11,315,304,1,8,0,5.21
1763211762.1589868,201.72,11,316,305,1,8,0,5.21
1763211763.1753244,202.73,11,316,305,1,6,0,0.60
1763211764.1885455,203.75,13,318,305,2,2,0,1.27
1763211765.1917057,204.75,14,320,306,3,0,0,1.94
1763211766.1964502,205.75,19,325,306,3,0,0,2.01
1763211767.2119148,206.77,19,325,306,4,0,0,2.67
1763211768.2166607,207.77,14,326,312,6,0,0,3.94
1763211769.2222674,208.78,14,328,314,6,0,0,4.01
1763211770.2318776,209.79,14,328,314,7,0,0,4.68
1763211771.2379253,210.80,17,332,315,7,2,1,4.71
1763211772.2459836,211.81,16,333,317,8,2,1,4.71
1763211773.2604897,212.82,19,338,319,8,3,0,1.83
1763211774.273386,213.83,21,340,319,2,4,0,2.50
1763211775.274213,214.83,23,342,319,0,6,0,3.77
1763211776.2888618,215.85,23,342,319,0,6,0,3.84
1763211777.2970922,216.85,25,346,321,0,6,0,3.91
1763211778.3013947,217.86,20,347,327,0,6,0,3.97
1763211779.3038726,218.86,18,348,330,2,8,0,5.20
1763211780.3105707,219.87,15,348,333,2,8,0,5.20
1763211781.3258119,220.88,13,348,335,2,8,0,1.24
1763211782.3390696,221.90,17,353,336,2,1,0,1.31
1763211783.3397188,222.90,18,354,336,3,0,0,1.97
1763211784.3478868,223.91,19,355,336,5,0,0,3.24
1763211785.3590312,224.92,18,357,339,5,0,0,3.31
1763211786.3612804,225.92,13,358,345,7,0,0,4.58
1763211787.375367,226.93,14,360,346,7,0,0,4.64
1763211788.3823912,227.94,17,363,346,8,0,0,5.27
1763211789.3840685,228.95,17,365,348,8,2,0,5.27
1763211790.387437,229.95,18,367,349,7,4,1,1.84
1763211791.395127,230.96,19,369,350,8,4,2,1.84
1763211792.4019377,231.96,19,369,350,8,2,0,4.81
1763211793.405473,232.96,20,370,350,8,0,0,4.87
1763211794.411217,233.97,22,374,352,8,0,0,4.94
1763211795.4234626,234.98,24,377,353,8,1,0,5.00
1763211796.437379,236.00,27,380,353,8,3,0,5.00
1763211797.4449108,237.00,27,384,357,7,5,0,3.01
1763211798.452377,238.01,29,387,358,7,8,0,4.88
1763211799.4563463,239.01,30,388,358,1,8,0,4.95
1763211800.4565852,240.02,33,391,358,1,8,0,5.00
1763211801.4705348,241.03,33,392,359,3,8,0,5.00
1763211802.4837642,242.04,27,392,365,4,6,0,2.41
1763211803.4988947,243.06,23,394,371,4,8,0,2.48
1763211804.5115595,244.07,22,396,374,4,1,0,2.55
1763211805.5176702,245.08,22,396,374,5,0,0,3.22
1763211806.5241635,246.08,21,396,375,6,0,0,3.89
1763211807.5290968,247.09,18,399,381,6,0,0,3.96
1763211808.5428517,248.10,13,400,387,6,0,0,4.02
1763211809.5510404,249.11,13,401,388,7,0,0,4.69
1763211810.5578482,250.12,14,403,389,8,2,0,5.31
1763211811.5666776,251.13,15,405,390,8,3,0,5.31
1763211812.5815632,252.14,16,406,390,6,3,0,1.85
1763211813.5834632,253.14,20,410,390,0,5,0,3.12
1763211814.5918539,254.15,22,412,390,0,7,0,4.39
1763211815.593645,255.15,23,413,390,0,8,0,5.00
1763211816.602315,256.16,21,415,394,2,8,0,5.00
1763211817.6062293,257.16,15,415,400,2,6,0,1.25
1763211818.6141841,258.17,15,416,401,3,0,0,1.92
1763211819.6163764,259.17,19,420,401,3,0,0,1.99
1763211820.6230109,260.18,21,422,401,4,0,0,2.66
1763211821.631438,261.19,20,425,405,6,0,0,3.92
1763211822.6398475,262.20,18,429,411,6,0,0,3.99
1763211823.6514792,263.21,17,429,412,6,0,0,4.06
1763211824.6481414,264.21,18,430,412,8,4,0,5.27
1763211825.6536052,265.21,18,431,413,8,4,0,5.27
1763211826.6680562,266.23,17,432,415,4,5,0,3.06
1763211827.677242,267.24,19,435,416,0,6,0,3.73
1763211828.6843994,268.24,20,437,417,0,8,0,4.99
1763211829.6863708,269.25,20,437,417,1,8,0,5.00
1763211830.6945963,270.26,18,439,421,2,8,0,5.00
1763211831.7052016,271.26,15,440,425,2,5,0,1.26
1763211832.719452,272.28,15,440,425,5,0,0,3.13
1763211833.729341,273.29,15,440,425,5,0,0,3.20
1763211834.7312007,274.29,16,441,425,5,0,0,3.27
1763211835.7333894,275.29,11,442,431,6,0,0,3.94
1763211836.7335618,276.29,8,443,435,6,0,0,4.00
1763211837.7342803,277.29,9,444,435,7,0,0,4.67
1763211838.7383838,278.30,10,445,435,8,1,0,5.33
1763211839.7501705,279.31,13,448,435,8,1,0,5.33
1763211840.7569728,280.31,15,450,435,6,2,0,1.20
1763211841.7619832,281.32,15,450,435,3,4,0,2.47
1763211842.770011,282.33,17,452,435,0,4,0,2.54
1763211843.7785244,283.34,20,455,435,0,4,0,2.61
1763211844.7816603,284.34,22,457,435,0,5,0,3.28
1763211845.7854297,285.34,18,459,441,0,6,0,3.94
1763211846.7877057,286.35,15,460,445,1,8,0,5.16
1763211847.793749,287.36,16,462,446,2,8,0,5.16
1763211848.8094208,288.37,17,463,446,3,6,0,1.85
1763211849.820398,289.38,15,463,448,4,0,0,2.52
1763211850.8295867,290.39,16,464,448,4,0,0,2.58
1763211851.8355033,291.39,21,469,448,4,0,0,2.65
1763211852.8381546,292.40,17,469,452,6,0,0,3.92
1763211853.840607,293.40,16,474,458,6,0,0,3.99
1763211854.8451781,294.40,19,477,458,7,0,0,4.65
1763211855.843473,295.40,18,477,459,8,2,0,5.27
1763211856.8435748,296.40,18,477,459,8,3,0,5.27
1763211857.8471386,297.41,17,478,461,6,3,0,1.85
1763211858.859967,298.42,15,478,463,0,3,0,1.92
1763211859.869685,299.43,17,480,463,0,4,0,2.59
1763211860.8741293,300.43,19,482,463,0,5,0,3.26
1763211861.8902645,301.45,17,484,467,0,5,0,3.32
1763211862.9046896,302.46,13,486,473,0,6,0,3.99
1763211863.9114485,303.47,12,486,474,0,7,0,4.66
1763211864.9108505,304.47,13,487,474,2,8,0,5.28
1763211865.9155738,305.48,14,488,474,2,8,0,5.28
1763211866.9195013,306.48,14,489,475,2,5,0,1.25
1763211867.9238393,307.48,13,489,476,3,0,0,1.92
1763211868.924638,308.48,16,492,476,3,0,0,1.99
1763211869.9279716,309.49,17,493,476,4,0,0,2.65
1763211870.931868,310.49,15,495,480,5,0,0,3.32
1763211871.9332523,311.49,14,499,485,6,0,0,3.99
1763211872.9381604,312.50,13,499,486,7,0,0,4.66
1763211873.9459248,313.50,15,501,486,7,0,0,4.72
